2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,0.9999873228297491,,0.9989156414315965,0.9959862279995814,,,,,,,,,,0.9030208279952858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5423883694376919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,0.9999890726074618,,0.9990148001467498,0.9962935759920428,,,,,,,,,,0.9065844564421439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5487253122495527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,,0.9999936092736199,,0.9993330593640521,0.9973636452158425,,,,,,,,,,0.923135414142673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.588573757834078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11,,0.9999916771455133,,0.9992170831249285,0.9969996175160966,,,,,,,,,,0.9189691739383512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5822947801244379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,0.9999926983659772,,0.9992753022842551,0.9971784715037537,,,,,,,,,,0.9208253375152506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5845398259031703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,0.9999933950126029,,0.9993191145659924,0.9973185318698674,,,,,,,,,,0.9225553782132352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5875238379670353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,0.9999905135270903,,0.9990933238590896,0.996529957694201,,,,,,,,,,0.9088484289097034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5512389517064934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18824826399567907,,0.1310554020346275,0.0880678143885123,,0.03598276211762508,0.013004824406719573,,
2018-04-17,,0.9999914078647327,,0.999170956816469,0.9968095125358181,,,,,,,,,,0.9141202525612734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5659682591561177,,,,,,,,,,,,,0.39634409016929834,0.38408174715779764,0.3719743191242472,0.3600314484716596,,,,0.3140784704316135,,,,0.2713797915227837,,,,0.23227225814542102,0.1975974843960499,,0.13839448309309427,0.09355637481166962,,0.038674091130892596,0.014134921806897183,,
2018-04-18,,0.999995158273991,,0.9994645551960615,0.9978368824158632,,,,,,,,,,0.9322375039130303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6150341405277275,,,,,,,,,,0.4807967508472194,0.4678341638903719,0.4549486930459789,0.4423957621320402,0.42973241557564873,0.4171824514902048,0.4047572343470514,,,,0.356513820408769,,,,0.31104232739650195,,,,0.26881219289490144,0.23235118025678136,,0.166403816715672,0.1150497225556989,,0.04975243234021043,0.019014846881946157,,
2018-04-19,,0.9999938192514446,,0.9993980452287134,0.9976524700611612,,,,,,,,,,0.9318725442666809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6218138176746884,,,,,,,0.5282816753840663,0.5152944042000474,0.5023347553475289,0.4895695349162279,0.4767429517315357,0.46398311302345074,0.45207033382051126,0.4395850112792574,0.42720046166768777,0.4149276939713577,,,,0.36715914281882533,,,,0.3219401753667746,,,,0.2797420165469372,0.24023909272715943,,0.17326874051895663,0.1207115138514892,,0.05308358903549365,0.020668252215968297,,
2018-04-20,,0.9999953933045429,,0.9995136951212462,0.9980516457284643,,,,,,,,,,0.9388359519436096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6413010612978375,,,,,0.573912363540936,0.5608675105593502,0.547781242147463,0.5347444978720335,0.5217144943098273,0.50897876044264,0.49611287123230713,0.4832939471556872,0.47033231960500527,0.45760982396185823,0.4449724516434839,0.43243211408458565,,,,0.3834645824244371,,,,0.33688702145196814,,,,0.29323210347824047,0.2538663383558091,,0.18410470289604203,0.12890758540743547,,0.0571752618831331,0.022406048520085875,,
2018-04-23,,0.9999962046463968,,0.9995820887774178,0.9982997210867627,,,,,,,,,,0.9439208327647484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6577099383709994,,,,0.6040733503229228,0.590955408094524,0.577964266468177,0.5647338014870174,0.5517829043141657,0.5388205187225522,0.5258125579605152,0.5128276306528623,0.4998724972182073,0.48715959512814344,0.47435102645679506,0.4616111146946064,0.44895224549145857,,,,0.39936146895887714,,,,0.3519516609202872,,,,0.30729933151292294,0.2671948840587097,,0.19509203808654157,0.13752348669722292,,0.06180083501844297,0.024521619173561937,,
2018-04-24,,0.9999969388019796,,0.9996425122380368,0.9985167244705395,,,0.9874567651948034,,,,,,,0.9482059394339741,,,,,,,0.9027569578749057,,,,,,,,0.841868508309424,,,,,,,,0.7628410746883756,,,,0.7174155409112644,,,,0.6709969190014352,,,0.6299738691271041,0.6178541701210915,0.6044153212555158,0.5915243335135794,0.5787070976572799,0.5656752978444128,0.5526160292123,0.5395474207262615,0.526521030538026,0.5135098369593268,0.5007456506203385,0.4878756647123045,0.4750607617425804,0.46231369184579174,,,,0.4122464416283564,,,,0.36418569403696344,,,,0.318743104566504,0.27748824286206064,,0.20343865585665927,0.14395407866086757,,0.06512158134187362,0.025975464829217587,,
2018-04-25,,0.999995962183414,,0.9995558987120228,0.9981972099374945,,,0.9857631482701066,,,,,,,0.941324593895775,,,,,,,0.8929375020577285,,,,,,,,0.8277336318969213,,,,,,,,0.7443462969588137,,,,0.6969531632534738,,,,0.6479625038524616,,0.6204694092854717,0.6074238497836516,0.594105663149964,0.5811183375453998,0.5678884909948624,0.5545815360548049,0.5413465271916348,0.5281103743052151,0.5150202559844258,0.5018940137911176,0.4888095424194639,0.4760687641346887,0.4631655434882109,0.4503434124292772,0.4376148860347236,,,,0.3878721839147082,,,,0.34051078347227026,,,,0.2960960349720278,0.2510471182980452,,0.17965606916290128,0.12379166622013976,,0.05275464914477712,0.019669508630182575,0.001655991306530935,
2018-04-26,,0.9999968883456615,,0.9996364037385979,0.9984919635568795,,,0.9875701115869396,,,,,,,0.9475131134969388,,,,,,,0.9024879470080378,,,,,,,,0.8411065876505697,,,,,,,,0.7613893864457704,,,,0.7155709947831181,,,,0.6681923356650424,0.6544046458964214,0.6412940281342675,0.6284237915212487,0.6156935597325592,0.6023971343306955,0.589270351159272,0.5759029439549335,0.5627474392897814,0.5495668898298228,0.5363937562993981,0.5232662575549076,0.5101574003775156,0.496391460861707,0.4831538964879758,0.4699785306351868,0.4568791884581383,,,,0.40550445548683733,,,,0.35633892297889724,,,,0.31003387745691824,0.24666867017293187,,0.17005212112379509,0.11191118046774856,,0.042433675991152275,0.013647245415256082,0.0017075945742685006,
2018-04-27,,0.99999852236917,,0.9997857041331251,0.9990462058683245,,,0.9911296159941065,,,,,,,0.9594694671098118,,,,,,,0.9212367252677613,,,,,,,,0.8672570055888558,,,,,,,,0.7945444369882506,,,,0.751679272888472,,,,0.7072018340657404,0.692599292220943,0.6796819395547571,0.6673109389186117,0.6553444784170283,0.64215792984569,0.6294034813345144,0.6162332984507317,0.6033455093206657,0.5903878414094083,0.5779825890186253,0.5647186219382238,0.5514260647218446,0.5381406379737746,0.5236577842595147,0.5091916186305911,0.49476105485353994,,,,0.437760304489719,,,,0.38273105041005506,,,,0.3306290254731577,0.27217363141011275,,0.186850296701212,0.12179786874766219,,0.044584864311492445,0.013559137121605058,0.0020846411409302656,
2018-04-30,,0.9999982510629932,,0.999765429725793,0.9989791181573413,,,0.9910202484068408,,,,,,,0.9588068333768276,,,,,,,0.9213242342144629,,,,,,,,0.867729057653426,,,,,,,,0.795613068484282,,,,0.7531099373137373,,,,0.7084259158635351,0.694271180572162,0.6815963193015485,0.6693302531223241,0.65736403272787,0.6443866761476933,0.6317360985151078,0.6202526251747003,0.6072151248055988,0.5941007715431227,0.5846320984865399,0.5702782291515561,0.5558792178243401,0.5417007098921904,0.5266558293378234,0.5116227255609441,0.49662267925950165,,,,0.43736474353130544,,,,0.380214663266068,,,,0.3262455765470474,0.2694300705456609,,0.18275555560885226,0.11735917461012418,,0.04133937177215452,0.011970118515943984,0.0024739362977300727,
2018-05-01,,0.9999986070444993,,0.9997971398135055,0.9990946467023409,,,0.9916702939677093,,,,,,,0.9610327693098296,,,,,,,0.9244815345764235,,,,,,,,0.8719658063417068,,,,0.8378320476753733,,,,0.8007458553537218,,,,0.7585588110926674,,,,0.7142954598944944,0.700065743893522,0.6902233033954824,0.6777557261671305,0.6631781925083202,0.6523562600210258,0.6394529025795463,0.6339604701596484,0.6197756884448545,0.605476591564433,0.593430212931687,0.5783615626696278,0.5632281375627519,0.5484811718664995,0.5328216904104057,0.5171632302739574,0.5015299457748891,,,,0.4397171326339325,,,,0.38010650547407254,,,,0.32392175123037276,0.26870574760728716,,0.1801220560971284,0.11393138619705068,,0.03856217268102852,0.010600544272225731,0.0024161392129102843,
2018-05-02,,0.999998879528018,,0.9998268239878498,0.9992116996775955,,,0.992718780332131,,,0.9899570072685436,,,,0.9640733630615335,,,,,,,0.93031720550669,,,,,,,,0.8801875850368277,,,,0.8517006171717142,,,,0.8112343435459866,,,,0.7700004241139927,0.77869197794675,0.7668666569814395,0.7547416949294967,0.7258485173585465,0.7156470706599944,0.7166982738262901,0.7035089478333487,0.6785506184793821,0.6764636705732167,0.662642316012732,0.6532939346692873,0.6386009745423329,0.6237512644339455,0.6110327884918141,0.5954926248426131,0.5798529411700798,0.564610175191112,0.5486098326075484,0.532583372294015,0.5165569502818669,,,,0.4529632325225879,,,,0.3913470655772326,,,,0.3330766462405965,0.27645463615058236,,0.18437476407368775,0.1156786212298917,,0.03817610386523951,0.010114876830370934,0.0026489454859550676,
2018-05-03,,0.9999989032266197,,0.9998190041603141,0.9991635136325364,,,0.9927941781356757,,,0.9912578661122132,,,,0.9611301109598742,,,,,,,0.9272599944766354,,,,,,,,0.87394435218791,,,,0.8582875518596862,,,,0.8006061621689216,0.823380110601139,0.8119540821818021,0.7936636930239238,0.7568729908447009,0.7691758086963549,0.7564164127969261,0.7433319602327908,0.7080369264897913,0.7095047579972458,0.7022900770514295,0.6880730665010778,0.6682555971990543,0.658952984449091,0.6440925216932718,0.6319458968054523,0.6163296003120875,0.6005756270634894,0.5855056838614828,0.569313872193483,0.5530592951169306,0.5368280512853584,0.5203277423991259,0.5038472090322546,0.48741440954903126,,,,0.4226989231711691,,,,0.36079826618670985,,,,0.3030659379352255,0.2524617439252416,,0.16527896608747344,0.10171523550304973,,0.032246188186437375,0.008196793575347028,0.00189800795502032,
2018-05-04,,0.9999993735403779,,0.9998800332452338,0.9994171645865104,,,0.9971583492962897,,,0.9948233507377164,,,,0.9686439327436613,,,,,,,0.9536381227036386,,,,0.9469459879906186,,,,0.9101329345790148,,,,0.8891469728678048,0.8904682568602915,0.8786407982509739,0.8695648244960246,0.8441812947031139,0.8534180786443369,0.843068135682254,0.8290364516492885,0.8024536881530727,0.8062880225528846,0.7943168720842948,0.7819613440417683,0.7385093214123509,0.7504876337293034,0.7427182502272827,0.7289625664413568,0.710046363496777,0.7005456107762388,0.6859243037623522,0.6729922968919313,0.6577094627105199,0.6422167153183131,0.6277082435860304,0.611684227470109,0.5955222335438577,0.5788721223857376,0.5626474305471856,0.5463708164853449,0.5300699131624887,,,,0.46516801202116753,,,,0.4019944066046082,,,,0.3420384228916797,0.28722466539835567,,0.1926561693672057,0.1215246167167725,,0.04048407245385016,0.010806276433121875,0.0025154224630392075,
2018-05-07,,0.9999993503840534,0.9999991617923355,0.9998774120884026,0.9994070190145795,0.9997009831076813,,0.9980318702308268,,,0.9953938135303722,,,,0.9684367433948942,,,0.9781574616999928,,,,0.960035087028809,,,,0.9495649450578103,,,0.9334993726182101,0.9187162263718252,0.9208826058005819,0.9139700788594584,0.9066429236158935,0.8957329737379589,0.893268628918788,0.8821067366824336,0.8730611505308025,0.8536375651655501,0.856307576528469,0.8459509535888143,0.832515659572612,0.8115633812424601,0.8096685494517294,0.7976244969342308,0.7851802573757765,0.7381269801418759,0.7562644397553229,0.7455774282470735,0.7316716311983131,0.7149662432671782,0.7029121342141925,0.6880997717741069,0.674615524366689,0.6591537714422925,0.6434734155692095,0.6268739060456767,0.6109524455246174,0.5948965123560215,0.5785707546294125,0.5623842034722332,0.5461465603850147,0.5298852567877336,,,,0.4651439848583057,,,,0.4021251845381202,,,,0.3423070965417452,0.2886919454026971,,0.19446198128933684,0.12331044808743141,,0.041636768152458814,0.011306481786074685,0.0027116135620812165,
2018-05-08,,0.999999453962288,0.9999995173582805,0.9998892649973066,0.9994528581181089,0.9997764436613734,,0.9986483398829,,,0.9961264577636779,,,,0.969338067262166,,,0.9804095644052871,,,,0.9656572772722929,,,,0.9532366663665257,,,0.9376802335685996,0.926632427224755,0.9253666476780003,0.9185903837490779,0.9113872970959518,0.9012155475123624,0.8940192179261086,0.8871359025129721,0.8781516529028374,0.8627030741748458,0.8570941396297994,0.846739215657031,0.837653258080992,0.8204446168989907,0.8146990675378483,0.8025669242504879,0.7900112728424612,0.7394372602942093,0.76130793574829,0.7499351843389268,0.7358264805317871,0.719321858793176,0.7065974113796363,0.6915202930303397,0.6751216540571402,0.6596164134978592,0.6438901811618211,0.6276579022510673,0.6116195463021267,0.5954430401823514,0.5787781707528574,0.5625391959428585,0.5462483494920539,0.52993333478171,,,,0.46497755635576193,,,,0.4017571344339269,,,,0.3417645521122232,0.28595278711434813,,0.19119284165588635,0.12012902165547157,,0.03962141275891984,0.010443227950239109,0.0025826403114898033,
2018-05-09,,0.9999998647671955,0.999999808411562,0.9999573903213771,0.9997578752296332,0.999885427724612,,0.9993966065215972,,,0.9977014668598108,,,,0.9801514476408415,,,0.9871717829131719,,,,0.9786933075782684,,,,0.967473063561234,0.9634314269338144,0.9594903181027059,0.9557087559544981,0.9503800606260705,0.9462082486124435,0.9409173637111805,0.9352481526838219,0.9306117736993671,0.922110170741635,0.9158506861901594,0.9085533672609032,0.8998338145235933,0.891983059965647,0.8833658818533388,0.875001854665066,0.8644551907215349,0.8555522947114861,0.8451564289728142,0.8343168389662704,0.7862248715698666,0.8129787230735817,0.7991952949124876,0.7866496249415484,0.775241990549765,0.7603721281768739,0.7466703634478793,0.7320536219053445,0.7176972417425745,0.7030309263474772,0.6869256041007414,0.6718046932947986,0.6564487879585897,0.6410249749684224,0.6252546810461197,0.6093252222366526,0.5932634963629757,,,,0.5282433126898137,,,,0.46330601044864916,,,,0.40013594492535476,0.3401504189406951,,0.23452357393357087,0.15185978107592846,,0.05302072500520899,0.01470792460681114,0.003923936334612854,
