2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,0.5044722374673068,,0.34441224368925777,0.29083517127936603,,,,,,,,,,0.13559681348587277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042055049259455156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,0.5068104350299719,,0.3464987837223351,0.292828846496972,,,,,,,,,,0.1371090795695345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04274354652290905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,,0.5217776401991017,,0.35984904028897596,0.30560798926369703,,,,,,,,,,0.14730189767916899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04825094926497589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11,,0.5196320128261114,,0.35792235306640724,0.30376492930182053,,,,,,,,,,0.1459564529062284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04778567060897962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,0.5202194554194406,,0.35848061681156,0.3043083394360911,,,,,,,,,,0.14634034635728171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047848234706208546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,0.5213713831909235,,0.35949215028976866,0.30526890345582486,,,,,,,,,,0.1470490519345053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048141578323024105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,0.507654919173497,,0.3472630930857871,0.2935596227485355,,,,,,,,,,0.13759902629270443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042834500094324365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009232791799426309,,0.005751328306895056,0.0034809704528407925,,0.0011744264770264256,0.00035776244379967645,,
2018-04-17,,0.5132704125217312,,0.35225509423415413,0.2983352430828784,,,,,,,,,,0.14146409241105573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04504160777724419,,,,,,,,,,,,,0.02644335219433721,0.02520260643872359,0.02400854203942133,0.02286007033439504,,,,0.018700005110725733,,,,0.0151804224760597,,,,0.012229964752814541,0.009842983602167208,,0.006164164298138808,0.0037507129853720958,,0.0012787752368123313,0.00039353660693644375,,
2018-04-18,,0.53213637257583,,0.3690754063232207,0.31444199449987664,,,,,,,,,,0.15450122923416074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052454655247218956,,,,,,,,,,0.03564658890556957,0.034088492626643686,0.03258295885981782,0.0312269872522532,0.029822919205281077,0.028468446292798023,0.027162567988784577,,,,0.022404383033545062,,,,0.018339725100321957,,,,0.014899184079495949,0.012262573200137012,,0.007836304998832491,0.004866915587547905,,0.0017295192164034356,0.0005547963099038108,,
2018-04-19,,0.535070113462625,,0.3717540386909882,0.3170405999729696,,,,,,,,,,0.15692304173858304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054415087543098054,,,,,,,0.042078712300671166,0.040326910296164566,0.03863017095273199,0.037108026548376444,0.03551837466589567,0.03398113476930066,0.032841440603112164,0.031403660213333226,0.030015211041299582,0.028675136876864765,,,,0.02377885985182121,,,,0.01957610653114146,,,,0.016000101300124796,0.01290526125525082,,0.008306567693264714,0.0051989283031437595,,0.0018789096224071887,0.0006140096903162991,,
2018-04-20,,0.5429916916014319,,0.3787963746899535,0.32377719033616587,,,,,,,,,,0.16238139971134571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057592823468172204,,,,,0.04820932015981032,0.04626801491532577,0.04450103463721979,0.04267411242741028,0.040903191385747745,0.03953194058278326,0.03786963396989541,0.036260609346464176,0.03458841262032667,0.033084102036366296,0.031630564494203865,0.030226873083181307,,,,0.025091293557100578,,,,0.020674163351991875,,,,0.016908885452504893,0.013848928249319983,,0.008950589371870037,0.005622990960165398,,0.0020449494146015986,0.0006713227043459329,,
2018-04-23,,0.5496562107298812,,0.38477411290752966,0.3295179006675799,,,,,,,,,,0.1671557978775148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06055213619669745,,,,0.05257574667285759,0.0506257519220822,0.04861770633328071,0.04700544859042442,0.04511330639675665,0.043277528264885706,0.041368883197805885,0.03964392917689823,0.03797327183084805,0.03650490382142011,0.03493967533866838,0.03342609727867492,0.03196328345103319,,,,0.026601117988935916,,,,0.021974659039989464,,,,0.018018628304992984,0.01484380467461574,,0.00965025046341527,0.0060982005475060915,,0.0022434612298778364,0.0007446858044585208,,
2018-04-24,,0.5551573745373658,,0.389681699134193,0.3342204924129544,,,0.24632901316901173,,,,,,,0.1710247589356429,,,,,,,0.13869317396072484,,,,,,,,0.1097665956279664,,,,,,,,0.08467744246882714,,,,0.07361367938898247,,,,0.06289907032845021,,,0.057065053783423074,0.054560855669315934,0.05276462704620736,0.05070279505234812,0.048561289556334965,0.04661496589809967,0.04472582800069363,0.043031961958717724,0.04125510341915604,0.03953320255756759,0.03808406241823197,0.03646892651065058,0.034906140055651305,0.03339485107811302,,,,0.027846727983160884,,,,0.02304822338439635,,,,0.018935203694618163,0.015591508800954359,,0.010167998418213918,0.006443989730804695,,0.0023825839996935113,0.0007939463848239887,,
2018-04-25,,0.5455102606063343,,0.3810647918794436,0.3259576981567073,,,0.23867944691335713,,,,,,,0.16416580798845318,,,,,,,0.1322602022525434,,,,,,,,0.10390523416522804,,,,,,,,0.07947778843313426,,,,0.06877209815605966,,,,0.058612926700110646,,0.05476100936835227,0.052613543791046616,0.050672343300766566,0.048498568410007686,0.04652994736737369,0.04474781781754471,0.04289547596515979,0.04110005170686153,0.039568928718420486,0.03788452182327061,0.03625447362987925,0.03485547184372694,0.03333054964191855,0.031857187970061374,0.030434461521651465,,,,0.025230594462857338,,,,0.02075742905570404,,,,0.016947625725667156,0.013244015299321234,,0.008421761488644045,0.005193126204503737,,0.0018068819953671066,0.00056250534103685,3.060610882501369e-05,
2018-04-26,,0.5540629595206165,,0.38867597651837155,0.3332451688194216,,,0.24539095845705136,,,,,,,0.1701735792769189,,,,,,,0.13780918502105274,,,,,,,,0.10891443342487893,,,,,,,,0.08387267700630426,,,,0.0728394014887173,,,,0.06232176375572294,0.0603120347526535,0.058141487257734645,0.0559081978529035,0.05360860913937969,0.0516224862586604,0.049569117254975835,0.04778116745308876,0.04584562820559571,0.04396759226859339,0.04232619759716665,0.04056096513967991,0.038850918801869014,0.03656611397906072,0.03496666233371364,0.0334206155671396,0.03192708290750428,,,,0.0264592877495063,,,,0.021753686175052397,,,,0.017742799951186647,0.011931482082167747,,0.00724522330733496,0.004234342328723975,,0.001294523249760812,0.0003443196498787199,3.1253122615820065e-05,
2018-04-27,,0.5705379634252457,,0.40334502471303924,0.3472933875034255,,,0.2583269068326375,,,,,,,0.18175470343499966,,,,,,,0.14846961675836376,,,,,,,,0.11851171155691338,,,,,,,,0.09226099612482942,,,,0.08058434945676299,,,,0.0694118137962836,0.0674773474461799,0.06520294902333162,0.06280794598553913,0.06028541509202102,0.058198687088405594,0.05598379467211961,0.05399352652384353,0.051897845865100004,0.049860393425508846,0.0472434008789214,0.045319102704651414,0.04345205942589279,0.03845181736438215,0.03669917255193251,0.035005569956627985,0.033370185539123916,,,,0.027392711751566077,,,,0.022269359528900343,,,,0.01792884159318868,0.013060806581304348,,0.007841596882740139,0.0045104719339813856,,0.0013171248455859474,0.0003285320244070873,3.8369709153848374e-05,
2018-04-30,,0.5718355065303348,,0.40448538988803107,0.34838300468335887,,,0.2593367450312215,,,,,,,0.1827412438582985,,,,,,,0.1493862178714456,,,,,,,,0.11939131115267079,,,,,,,,0.09309208766286818,,,,0.08138557909249934,,,,0.07031712071798576,0.06829759490440548,0.06597812999854645,0.06357386313894103,0.061079167837405204,0.05894528365103119,0.0567203454050498,0.05392195312291363,0.05181072097935612,0.04975838705388492,0.044630651125862335,0.0426839480089978,0.04079836966048097,0.03749924137158137,0.03573410235150467,0.03402998646329723,0.032386055949933254,,,,0.026393537780066537,,,,0.021283699344111926,,,,0.016981380940334148,0.012598306877966167,,0.007454353300011063,0.004214734448364259,,0.0011801929677527634,0.00027956224814676124,4.691887308596525e-05,
2018-05-01,,0.5740390635189777,,0.406441228739531,0.3502525316577094,,,0.2610467202124716,,,,,,,0.18423223328170948,,,,,,,0.1507410511398279,,,,,,,,0.12057804340894657,,,,0.10696247189382357,,,,0.09409142718204176,,,,0.08228749711346788,,,,0.07108760284801115,0.06904314477854606,0.06595462625245975,0.06351642009074442,0.061751949408683574,0.05882313650318386,0.05656752713972421,0.05133352996683527,0.049173927812388364,0.0470776064373744,0.0435971160058078,0.041619041933903964,0.03970480351670133,0.03683643803290032,0.03504727366616796,0.03332140260306789,0.03165798806918307,,,,0.02560993609360204,,,,0.020478638041407603,,,,0.016185080375659213,0.012256924750816524,,0.0071458969615024745,0.0039695024291764355,,0.0010637030291733396,0.0002384932570371258,4.543147721314626e-05,
2018-05-02,,0.5790212513330851,,0.41091329638349916,0.354550323958879,,,0.2650268196356389,,,0.22454696353458412,,,,0.18785791235377303,,,,,,,0.15404663885208184,,,,,,,,0.12355641661273868,,,,0.10924027587712626,,,,0.09669231013333358,,,,0.08468593708807942,0.07878517986100977,0.07592443979444352,0.07312765811942128,0.07344113630617308,0.07046570188482217,0.06512330148644595,0.06258429968771483,0.0629861396817036,0.05770014790762905,0.055354835678638845,0.05168952667848375,0.04945742464951923,0.04729105722837049,0.04419570306074239,0.04215280072783297,0.04017596518903908,0.037774978093732044,0.03592740071421397,0.034144827735751754,0.03242648666028446,,,,0.02617747673780605,,,,0.02087661262294747,,,,0.01644511435255251,0.012475814849859717,,0.007212530539369592,0.003962538894258216,,0.0010304146137144893,0.00022187622902879504,5.0172353908731016e-05,
2018-05-03,,0.5701994478987613,,0.40299450106363993,0.3469354915109646,,,0.25787963287027044,,,0.21755795736975636,,,,0.18127212575305066,,,,,,,0.14759091266345808,,,,,,,,0.11741572850141196,,,,0.1017266334577235,,,,0.09095845919466748,0.08383783789452708,0.08074099129850436,0.07847570039153137,0.07919561728975334,0.07265947406916785,0.06985084372438874,0.06710903471404966,0.06867342708485226,0.06310347976311242,0.059287109413885854,0.05681480381847914,0.05575142905510877,0.05207282111108086,0.04980291777349342,0.0466187391272768,0.044473584645107325,0.042396427579588274,0.03989652048998592,0.037951674232944814,0.036074078943718085,0.033868639198689356,0.03212354184280983,0.030444053916308854,0.02882923997955327,,,,0.022995456938828308,,,,0.018103768252005922,,,,0.01406556714550443,0.01097956012137712,,0.006239292428397387,0.0033668226610456165,,0.000843131092235545,0.00017455161265191575,3.4394603702181395e-05,
2018-05-04,,0.5836293728968586,,0.41498587996640046,0.3584375852750111,,,0.26842892649268896,,,0.22781631131765007,,,,0.19094818325837493,,,,,,,0.15567210778606916,,,,0.13869989870620356,,,,0.12418150003511394,,,,0.10896822036086738,0.10468885673026393,0.10146535826632827,0.09805401417628183,0.09622009129879124,0.09111550889183226,0.08787526081902353,0.08502059958066789,0.08367586437165493,0.0788822716766299,0.07591021943359418,0.07300373465767984,0.074979637094735,0.0682076494977778,0.06468283494939897,0.06204343815099698,0.06034650975968424,0.05696773730677429,0.05453174496056149,0.051720804828486726,0.049414341860641475,0.04717639842221082,0.04461709422418455,0.04251187028224386,0.040474993371181336,0.038760187489941415,0.03685962271905556,0.03502536483356392,0.03325670788659103,,,,0.02682121966025581,,,,0.021359331209897005,,,,0.016793251519410822,0.013119162230851715,,0.007618807848033939,0.004203575196389463,,0.0011012845342353666,0.00023853068362216157,4.6778273744269757e-05,
2018-05-07,,0.5835913178787548,0.46232304864864915,0.41494792330821045,0.35839994666830827,0.3117912858432767,,0.26835615740105745,,,0.22775563975091143,,,,0.19092318468548242,,,0.17206042555691756,,,,0.15524607107279198,,,,0.13850600442326644,,,0.12673035302143243,0.12350111409664043,0.11914233904102463,0.11542982636434476,0.11177291098921507,0.10840975869850755,0.10443685341187707,0.10114535712112903,0.09772042379122914,0.09524819623628472,0.0908190278500551,0.08756775139161554,0.0846332310713576,0.08256187508054173,0.07846911976101904,0.07548464431601648,0.07256612086358939,0.07500008699173022,0.06732491229943299,0.06421193166066624,0.061562544249707356,0.0594059912353942,0.056468789798208255,0.05402481357716466,0.05129782496219128,0.04898604236101815,0.04674344633785459,0.044810798544709395,0.04270823597298847,0.040673650564436926,0.038817819529879574,0.036918195081602274,0.035084743722261905,0.033316758846692725,,,,0.026882624748533892,,,,0.02142005564007453,,,,0.016851504674923835,0.013303780393325781,,0.007764954009272187,0.004309687482246594,,0.0011456056614489282,0.0002526147514832381,5.1168792563141366e-05,
2018-05-08,,0.5834951503452299,0.4622491513936519,0.41488228954008066,0.3583432625398806,0.31174273649878237,,0.2682954136708258,,,0.22769696787503121,,,,0.19084132328854309,,,0.17193343140156978,,,,0.1549162405820563,,,,0.1382827699710627,,,0.1264601607255075,0.12294772182778803,0.11883807438630686,0.1151078231860196,0.11143276973182828,0.10799462278724223,0.10437345337088216,0.10074900082843904,0.09730494845947298,0.09442569798629094,0.09074612051171817,0.08749243310554009,0.08414133109246467,0.08160435823096084,0.07794014173869711,0.07493769336359635,0.07200168163311013,0.07475752432013337,0.06664119095239043,0.06359871371290061,0.060934542516626666,0.05867295952353693,0.05581384350572809,0.053357828227963554,0.05119624446249459,0.04888320693938199,0.04663950846926951,0.0445668176974689,0.0424621757094764,0.040425915586749156,0.03871196706552091,0.03681208794346541,0.03497854847850039,0.03321064197268787,,,,0.026778453942971257,,,,0.021320270830405882,,,,0.01675817854798171,0.012973260922516487,,0.007505996441278157,0.004123204599651688,,0.0010687340022411073,0.00022846033930529517,4.826809966919828e-05,
2018-05-09,,0.6036863144397334,0.4808895199766628,0.4329144171542565,0.3756430805086102,0.32845503152922323,,0.28443119456821825,,,0.24328552451580157,,,,0.20543541847596772,,,0.18660081218583527,,,,0.16905675733565245,,,,0.15216274057121046,0.14807957712055592,0.14402206237986132,0.13998531868353986,0.13606321677006408,0.13210488717421223,0.1282385033832605,0.12442252465627482,0.12056946850435689,0.11698534257224448,0.11328638054969141,0.10968148534605152,0.10620264755849089,0.10268841702208331,0.09925481125121752,0.09582404605237664,0.09259177445030807,0.08924637788413141,0.08604864097881043,0.08291283580012544,0.08419669563514971,0.0766611312009262,0.07388532298250733,0.07100531396960291,0.06800431224223284,0.06544298741576975,0.06276175776507914,0.06023253809979496,0.05768804009006483,0.05521127548149765,0.05303055075257142,0.05069351163044251,0.04842412827419891,0.04618154750920167,0.04404666664259273,0.041978974051778785,0.039978117086321305,,,,0.03263297414819844,,,,0.026307055410725706,,,,0.020939535334778964,0.016442842003502676,,0.009761485190899831,0.005500203175467553,,0.0014966502405234585,0.00033442611576167344,7.64536049563717e-05,
